epoch,loss,lr,val_loss
0,1.8010848593711852,0.001,3.3724560737609863
1,0.8789485228061676,0.001,0.9204335808753967
2,0.7053553098440171,0.001,0.07519149780273438
3,0.5500817418098449,0.001,0.0012314736377447844
4,0.47882559061050417,0.001,0.2896919846534729
